title_year,aspect_ratio,duration.1,budget,imdb_score,gross,cast_total_facebook_likes,worldwide_gross
2005.0,2.35,126.0,120000000.0,6.5,186336103.0,22722.0,486124090.0
2004.0,2.35,170.0,110000000.0,7.5,102608827.0,34582.0,208370892.0
2010.0,2.35,85.0,112000000.0,4.9,42776259.0,1173.0,232017848.0
2011.0,2.35,119.0,120000000.0,5.8,98780042.0,13391.0,229155503.0
2014.0,2.35,102.0,110000000.0,6.2,106369117.0,10583.0,330780051.0
2011.0,1.78,103.0,110000000.0,5.5,142614158.0,692.0,563749323.0
2004.0,1.78,76.0,110000000.0,5.4,50026353.0,13607.0,76482461.0
2011.0,2.35,127.0,110000000.0,7.1,85463309.0,22254.0,263880341.0
2013.0,1.85,105.0,105000000.0,5.4,71017784.0,914.0,348547523.0
1997.0,2.35,121.0,160000000.0,3.7,48068396.0,2027.0,150468000.0
2013.0,2.35,114.0,110000000.0,6.7,61656849.0,12908.0,89737191.0
2007.0,2.35,129.0,110000000.0,7.2,134520804.0,13961.0,382288147.0
2001.0,2.35,171.0,93000000.0,8.8,313837577.0,22342.0,887217688.0
2001.0,2.35,165.0,107000000.0,6.8,58183966.0,14196.0,87683966.0
2003.0,1.85,82.0,109000000.0,3.8,100446895.0,2762.0,133818283.0
2004.0,2.35,115.0,120000000.0,7.1,144795350.0,12068.0,348629585.0
1999.0,1.85,84.0,133000000.0,5.9,140015224.0,3382.0,298815224.0
2009.0,1.85,97.0,105000000.0,7.1,104374107.0,2480.0,270997378.0
2015.0,2.35,151.0,108000000.0,8.1,228430993.0,14831.0,640055863.0
67266428.05,67266428.05,22.0,67266428.05,7.2,67266428.05,5.0,269065678.0
2001.0,1.85,104.0,90000000.0,4.4,6712451.0,3133.0,10364769.0
2000.0,2.35,127.0,90000000.0,6.5,101643008.0,29069.0,232643008.0
2000.0,2.35,171.0,103000000.0,8.5,187670866.0,6521.0,457683805.0
2002.0,2.35,145.0,102000000.0,7.7,132014112.0,12546.0,358824714.0
2002.0,2.35,174.0,100000000.0,7.4,261970615.0,35672.0,878979634.0
1991.0,2.35,153.0,102000000.0,8.5,204843350.0,2829.0,513815401.0
2009.0,2.35,140.0,100000000.0,7.0,97030725.0,64599.0,212282709.0
2007.0,1.85,176.0,100000000.0,7.8,130127620.0,20354.0,267985456.0
1994.0,2.35,141.0,115000000.0,7.2,146282411.0,4528.0,365300000.0
2009.0,2.35,106.0,100000000.0,6.4,65452312.0,19906.0,152364370.0
2010.0,1.85,98.0,100000000.0,5.5,148383780.0,24082.0,310650574.0
2010.0,2.35,116.0,100000000.0,6.7,119219978.0,20233.0,170936470.0
1996.0,2.35,115.0,100000000.0,6.1,101228120.0,3454.0,234400000.0
2012.0,2.35,165.0,100000000.0,8.5,162804648.0,40978.0,449948323.0
1996.0,1.78,91.0,100000000.0,6.9,100117603.0,4842.0,325500000.0
2000.0,1.66,78.0,100000000.0,7.3,89296573.0,2039.0,169296573.0
2012.0,2.35,103.0,92000000.0,6.7,85017401.0,57881.0,311979256.0
2004.0,2.35,131.0,100000000.0,6.9,173005002.0,13679.0,331323410.0
2006.0,2.35,104.0,100000000.0,5.1,75030163.0,4487.0,249488115.0
2009.0,2.35,101.0,100000000.0,6.8,77222184.0,1738.0,99123656.0
2013.0,2.35,102.0,100000000.0,6.7,107515297.0,14552.0,262794441.0
1999.0,2.35,121.0,83000000.0,5.7,66862068.0,3903.0,212026975.0
2006.0,2.35,143.0,100000000.0,8.0,57366262.0,33160.0,171377916.0
2013.0,2.35,240.0,100000000.0,8.2,116866727.0,46057.0,391976723.0
1995.0,1.85,121.0,100000000.0,5.4,184031112.0,2880.0,336529144.0
1997.0,1.85,129.0,105000000.0,7.2,54700065.0,2031.0,121100000.0
2012.0,2.35,172.0,102000000.0,7.5,27098580.0,22686.0,130673154.0
2010.0,2.35,101.0,80000000.0,7.0,55673333.0,4286.0,139716717.0
2004.0,2.35,87.0,100000000.0,3.3,40198710.0,3144.0,82145379.0
2002.0,1.5,95.0,140000000.0,7.1,38120554.0,26940.0,91800000.0
2009.0,1.85,102.0,100000000.0,5.4,49392095.0,10552.0,69548641.0
2014.0,2.35,131.0,90000000.0,6.1,39292022.0,52610.0,209461378.0
2005.0,1.85,94.0,84000000.0,2.2,17010646.0,1195.0,59918422.0
2002.0,1.85,95.0,100000000.0,3.8,4411102.0,6161.0,7094995.0
2010.0,2.35,115.0,100000000.0,6.9,35024475.0,13761.0,97523020.0
2015.0,1.85,88.0,99000000.0,7.2,130174897.0,309.0,244778411.0
1997.0,1.85,110.0,10000000.0,7.3,10200000.0,1722.0,13835130.0
2001.0,2.35,130.0,98000000.0,6.3,202007640.0,15972.0,435040395.0
2002.0,2.35,216.0,100000000.0,7.5,77679638.0,47657.0,183124621.0
2007.0,1.85,85.0,100000000.0,6.8,58867694.0,25590.0,145395745.0
2004.0,1.85,93.0,90000000.0,5.2,59475623.0,13748.0,96221971.0
2001.0,2.35,152.0,92000000.0,7.7,108638745.0,4270.0,159691085.0
1997.0,2.35,126.0,93000000.0,7.7,63540020.0,39319.0,263900000.0
2000.0,1.85,89.0,95000000.0,6.9,50802661.0,3372.0,65700000.0
2012.0,2.35,88.0,95000000.0,6.6,161317423.0,25354.0,879765137.0
2009.0,2.35,135.0,65000000.0,6.7,43982842.0,2370.0,94894448.0
2009.0,2.35,135.0,65000000.0,6.7,43982842.0,2369.0,94894448.0
2003.0,1.85,100.0,94000000.0,8.2,380838870.0,5641.0,936429370.0
2003.0,2.35,192.0,94000000.0,8.9,377019252.0,6434.0,1141408667.0
2002.0,2.35,172.0,94000000.0,8.7,340478898.0,23052.0,934703179.0
2014.0,2.35,102.0,95000000.0,5.5,17176900.0,17098.0,110623265.0
2001.0,2.35,100.0,115000000.0,5.7,131144183.0,12150.0,273330185.0
2014.0,2.35,119.0,100000000.0,6.3,23014504.0,54031.0,103039258.0
2001.0,1.85,92.0,93000000.0,5.9,181166115.0,2574.0,365900000.0
2011.0,2.35,105.0,93000000.0,7.6,176740650.0,13118.0,482860185.0
2008.0,2.35,107.0,90000000.0,6.6,71148699.0,1614.0,162839667.0
2013.0,1.85,101.0,92000000.0,5.3,67344392.0,15481.0,304249198.0
2004.0,2.35,115.0,92000000.0,8.0,261437578.0,1901.0,614726752.0
1995.0,2.35,124.0,98000000.0,5.6,11000000.0,3611.0,18517322.0
2010.0,2.35,118.0,95000000.0,5.9,88761720.0,14024.0,223050874.0
1997.0,1.85,98.0,90000000.0,7.3,250147615.0,12998.0,587790539.0
1999.0,1.85,82.0,90000000.0,7.9,245823397.0,21275.0,511358276.0
2010.0,2.35,98.0,100000000.0,6.8,81557479.0,25780.0,169511609.0
2001.0,2.35,90.0,90000000.0,6.6,226138454.0,664.0,347425832.0
2000.0,2.35,130.0,100000000.0,6.6,155370362.0,12890.0,288693989.0
2009.0,2.35,90.0,100000000.0,7.0,124870275.0,1227.0,236827677.0
2009.0,1.85,94.0,90000000.0,7.0,196573705.0,1258.0,859701857.0
2013.0,2.35,114.0,90000000.0,7.3,58229120.0,5095.0,188536838.0
2000.0,2.35,94.0,92000000.0,5.5,125305545.0,15419.0,259736090.0
2006.0,2.35,151.0,90000000.0,8.5,132373442.0,45648.0,289660619.0
1998.0,1.66,88.0,90000000.0,7.5,120618403.0,4478.0,303500000.0
2008.0,2.35,121.0,92000000.0,7.0,110416702.0,23484.0,191091250.0
2011.0,2.35,158.0,90000000.0,7.8,102515793.0,20388.0,239373970.0
1995.0,2.35,128.0,90000000.0,7.6,100012500.0,14274.0,366101666.0
2009.0,1.85,128.0,90000000.0,7.6,209019489.0,23996.0,498438212.0
2001.0,2.35,95.0,120000000.0,6.8,84037039.0,15237.0,186049020.0
2015.0,1.85,92.0,90000000.0,5.0,85884815.0,38450.0,235296080.0
2008.0,1.85,121.0,75000000.0,7.1,83077470.0,14165.0,203902107.0
2008.0,1.85,113.0,90000000.0,5.5,100018837.0,13446.0,202910991.0
2015.0,2.35,106.0,88000000.0,5.6,78747585.0,35367.0,244126300.0
2001.0,1.85,146.0,100000000.0,7.1,78616689.0,6217.0,235900000.0
2003.0,2.35,88.0,90000000.0,4.9,75817994.0,2622.0,155750628.0
1997.0,2.35,150.0,90000000.0,7.4,100853835.0,12289.0,165900000.0
2000.0,1.85,119.0,95000000.0,5.7,73209340.0,2356.0,191200000.0
2005.0,2.35,128.0,80000000.0,6.4,72515360.0,2100.0,162753837.0
2013.0,2.35,106.0,90000000.0,5.9,68558662.0,10882.0,200859554.0
2003.0,2.35,117.0,95000000.0,5.5,65653758.0,33154.0,157092943.0
2016.0,2.35,129.0,90000000.0,6.9,64685359.0,23031.0,313404841.0
1997.0,2.35,116.0,68000000.0,6.2,61355436.0,475.0,169400000.0
2001.0,2.35,114.0,92000000.0,7.0,26871.0,12499.0,143049560.0
2000.0,2.35,114.0,90000000.0,5.6,60874615.0,4902.0,106000000.0
2011.0,2.35,96.0,90000000.0,7.0,143618384.0,12071.0,487519809.0
1999.0,1.85,132.0,100000000.0,6.8,58220776.0,55254.0,87420776.0
1997.0,1.85,104.0,90000000.0,5.4,47474112.0,5062.0,120100000.0
1997.0,2.35,111.0,86000000.0,6.1,42877165.0,26088.0,140900000.0
2002.0,2.35,138.0,100000000.0,6.7,35168677.0,15149.0,65716126.0
2005.0,2.35,144.0,88000000.0,8.0,61644321.0,2523.0,105021488.0
2010.0,2.35,110.0,90000000.0,4.4,190562.0,2728.0,20466016.0
